UID,Study_ID,Dependent_Variable,Study ,Short_name,Publication_Year,Effect_size,Standard_error,Lower_CI,Upper_CI,Sample_size,Covariates ,T_value,PCC,Standardised_effect_size,Standarised_se,var,Precision,Standardised_T,weights,Control_gender,Control_race,Control_income,Control_education,Homicide,Violent,Non_Violent,Both,Area_dummy,OLS,ML,Odds_Ratio,Panel_dummy,Endogeneity,North_America,Europe,Direct_Lead_Measure,Rep_estimate,Elasticity,Elasticity_SE
201,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0012,0.0009,,,547900,2687,1.333333333,0.001805739,0.001805741,0.001354304,1.83E-06,738.3866045,1.333333333,545214.7778,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.058285714,0.043714286
202,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0006,0.0002,,,547900,2687,3,0.004062885,0.004062908,0.001354295,1.83E-06,738.3914951,3,545222,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.102,0.034
203,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0018,0.0009,,,603954,2687,2,0.002579258,0.002579264,0.001289629,1.66E-06,775.4166622,2,601271,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.03825,0.019125
204,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0005,0.0009,,,603954,2687,0.555555556,0.000716463,0.000716463,0.001289633,1.66E-06,775.4142819,0.555555556,601267.3086,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.024285714,0.043714286
205,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0002,0.0004,,,603954,2687,0.5,0.000644817,0.000644817,0.001289633,1.66E-06,775.4142441,0.5,601267.25,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.034,0.068
206,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.002,0.0009,,,699155,2687,2.222222222,0.00266278,0.002662787,0.001198251,1.44E-06,834.5495421,2.222222222,696472.9383,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0425,0.019125
207,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0007,0.0009,,,699155,2687,0.777777778,0.000931976,0.000931976,0.001198255,1.44E-06,834.5469459,0.777777778,696468.6049,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.034,0.043714286
208,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0002,0.0003,,,699155,2687,0.666666667,0.000798837,0.000798837,0.001198255,1.44E-06,834.5468498,0.666666667,696468.4444,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.034,0.051
209,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0019,0.0008,,,699155,2687,2.375,0.002845845,0.002845853,0.001198251,1.44E-06,834.5499629,2.375,696473.6406,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.040375,0.017
210,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0006,0.0008,,,699155,2687,0.75,0.000898691,0.000898691,0.001198255,1.44E-06,834.5469205,0.75,696468.5625,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.029142857,0.038857143
211,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0002,0.0003,,,699155,2687,0.666666667,0.000798837,0.000798837,0.001198255,1.44E-06,834.5468498,0.666666667,696468.4444,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.034,0.051
212,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0018,0.0009,,,699155,2687,2,0.002396504,0.002396509,0.001198252,1.44E-06,834.54898,2,696472,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.03825,0.019125
213,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0008,0.0006,,,699155,2687,1.333333333,0.001597672,0.001597673,0.001198254,1.44E-06,834.5476486,1.333333333,696469.7778,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.038857143,0.029142857
214,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0003,0.0003,,,699155,2687,1,0.001198255,0.001198255,0.001198255,1.44E-06,834.5471826,1,696469,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.051,0.051
215,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0018,0.0006,,,699155,2687,3,0.003594743,0.003594759,0.001198248,1.44E-06,834.5519756,3,696477,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.03825,0.01275
216,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0008,0.0005,,,699155,2687,1.6,0.001917205,0.001917208,0.001198253,1.44E-06,834.5481172,1.6,696470.56,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.038857143,0.024285714
217,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0003,0.0003,,,699155,2687,1,0.001198255,0.001198255,0.001198255,1.44E-06,834.5471826,1,696469,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.051,0.051
218,7,conviction,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.018,0.0009,,,699155,2687,20,0.02395823,0.023962816,0.001197912,1.43E-06,834.7862002,20,696868,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.3825,0.019125
219,7,Property crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0008,0.0006,,,699155,2687,1.333333333,0.001597672,0.001597673,0.001198254,1.44E-06,834.5476486,1.333333333,696469.7778,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.038857143,0.029142857
220,7,Violent crime,"Grönqvist, H., Peter Nilsson, J., Robling, P.-O., (2019). Understanding How Low Levels of Early Lead Exposure Affect Children’s Life-Trajectories. Journal of political Economy (forthcoming).","Grönqvist, Nilsson and Robling (2019)",2019,0.0003,0.0003,,,699155,2687,1,0.001198255,0.001198255,0.001198255,1.44E-06,834.5471826,1,696469,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.051,0.051
221,8,Homicide,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.11,,,,29,1,,0.11,0.110446916,0.194926021,0.037996154,5.13015139,0.564316653,26.31845328,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
222,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.85,,,,29,1,,0.85,1.256152812,0.103310585,0.010673077,9.679550284,8.227617741,93.69369369,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
223,8,Rape,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.74,,,,29,1,,0.74,0.950479381,0.13190906,0.0174,7.580980436,5.609925522,57.47126437,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
224,8,Robbery,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.41,,,,29,1,,0.41,0.435611223,0.178874688,0.031996154,5.590505922,2.292107428,31.25375646,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,
225,8,Aggravated assault,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.85,,,,29,1,,0.85,1.256152812,0.103310585,0.010673077,9.679550284,8.227617741,93.69369369,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
226,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0,,,,29,1,,0,0,0.196116135,0.038461538,5.099019514,0,26,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,,
227,8,Rape,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,-0.21,,,,29,1,,-0.21,-0.213171347,0.191743017,0.036765385,5.215313783,-1.095215894,27.19949786,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
228,8,Robbery,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0,,,,29,1,,0,0,0.196116135,0.038461538,5.099019514,0,26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,
229,8,Aggravated assault,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.03,,,,29,1,,0.03,0.030009005,0.196027863,0.038426923,5.101315622,0.153039469,26.02342108,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
230,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.84,,,,29,1,,0.84,1.221173518,0.106409947,0.011323077,9.397617644,7.893998821,88.31521739,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
231,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.82,,,,29,1,,0.82,1.156817465,0.112249722,0.0126,8.908708064,7.305140612,79.36507937,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
232,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.81,,,,29,1,,0.81,1.127029026,0.115008361,0.013226923,8.695020016,7.042966213,75.60337307,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
233,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.8,,,,29,1,,0.8,1.098612289,0.117669681,0.013846154,8.498365856,6.798692685,72.22222222,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
234,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.82,,,,29,1,,0.82,1.156817465,0.112249722,0.0126,8.908708064,7.305140612,79.36507937,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
235,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.83,,,,29,1,,0.83,1.188136404,0.109386401,0.011965385,9.141904253,7.58778053,83.57441337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
236,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.86,,,,29,1,,0.86,1.293344672,0.100076894,0.010015385,9.992316557,8.593392239,99.84639017,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
237,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.85,,,,29,1,,0.85,1.256152812,0.103310585,0.010673077,9.679550284,8.227617741,93.69369369,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
238,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.81,,,,29,1,,0.81,1.127029026,0.115008361,0.013226923,8.695020016,7.042966213,75.60337307,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
239,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.85,,,,29,1,,0.85,1.256152812,0.103310585,0.010673077,9.679550284,8.227617741,93.69369369,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
240,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.87,,,,29,1,,0.87,1.33307963,0.096695398,0.00935,10.3417538,8.997325806,106.9518717,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
241,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.85,,,,29,1,,0.85,1.256152812,0.103310585,0.010673077,9.679550284,8.227617741,93.69369369,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
242,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.85,,,,29,1,,0.85,1.256152812,0.103310585,0.010673077,9.679550284,8.227617741,93.69369369,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
243,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.86,,,,29,1,,0.86,1.293344672,0.100076894,0.010015385,9.992316557,8.593392239,99.84639017,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
244,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.83,,,,29,1,,0.83,1.188136404,0.109386401,0.011965385,9.141904253,7.58778053,83.57441337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
245,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.83,,,,29,1,,0.83,1.188136404,0.109386401,0.011965385,9.141904253,7.58778053,83.57441337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
246,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.79,,,,29,1,,0.79,1.071431684,0.120240144,0.014457692,8.316689951,6.570185061,69.16733174,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
247,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.78,,,,29,1,,0.78,1.045370548,0.12272546,0.015061538,8.14826852,6.355649446,66.39427988,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
248,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.8,,,,29,1,,0.8,1.098612289,0.117669681,0.013846154,8.498365856,6.798692685,72.22222222,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
249,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.83,,,,29,1,,0.83,1.188136404,0.109386401,0.011965385,9.141904253,7.58778053,83.57441337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
250,8,Serious violence,"Lauritsen, J. L., Rezey, M. L., & Heimer, K. (2016). When Choice of Data Matters: Analyses of U.S. Crime Trends, 1973–2012. Journal of Quantitative Criminology, 32(3), 335–355. https://doi.org/10.1007/s10940-015-9277-2",Lauritsen et al. (2016),2015,0.83,,,,29,1,,0.83,1.188136404,0.109386401,0.011965385,9.141904253,7.58778053,83.57441337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,
